activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration,note
Sleep,Sleep,1.74398E+12,Mon Apr 07 01:29:00 GMT+02:00 2025,1.74401E+12,Mon Apr 07 09:50:00 GMT+02:00 2025,30060000,8 h 21 min,
Hobbies,Relax & Wonder,1.74401E+12,Mon Apr 07 09:50:00 GMT+02:00 2025,1.74402E+12,Mon Apr 07 11:13:04 GMT+01:00 2025,4982587,1 h 23 min,
Social Dating Chances,Screen Relaxation,1.74402E+12,Mon Apr 07 10:37:00 GMT+02:00 2025,1.74402E+12,Mon Apr 07 10:47:53 GMT+01:00 2025,651618,10 min,
Job Search,Relax & Wonder,1.74402E+12,Mon Apr 07 10:52:00 GMT+02:00 2025,1.74402E+12,Mon Apr 07 10:53:41 GMT+01:00 2025,60000,1 min,
Dancing,Responsibilities ,1.74402E+12,Mon Apr 07 11:48:00 GMT+02:00 2025,1.74402E+12,Mon Apr 07 12:35:17 GMT+01:00 2025,2795113,46 min,
Cooking,Connect,1.74402E+12,Mon Apr 07 12:40:00 GMT+02:00 2025,1.74403E+12,Mon Apr 07 13:37:29 GMT+01:00 2025,3408054,56 min,
Walk/Bike/Pack/Look,Screen Relaxation,1.74402E+12,Mon Apr 07 12:57:00 GMT+02:00 2025,1.74404E+12,Mon Apr 07 17:05:52 GMT+01:00 2025,14907739,4 h 8 min,
Sailing,Screen Relaxation,1.74403E+12,Mon Apr 07 13:36:00 GMT+02:00 2025,1.74403E+12,Mon Apr 07 14:11:03 GMT+01:00 2025,2078544,34 min,
Wonder,Work,1.74403E+12,Mon Apr 07 15:36:00 GMT+02:00 2025,1.74403E+12,Mon Apr 07 15:37:19 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Screen Relaxation,1.74404E+12,Mon Apr 07 16:25:00 GMT+02:00 2025,1.74404E+12,Mon Apr 07 17:31:28 GMT+01:00 2025,3969049,1 h 6 min,
Sports,Work,1.74404E+12,Mon Apr 07 17:00:00 GMT+02:00 2025,1.74404E+12,Mon Apr 07 17:01:19 GMT+01:00 2025,60000,1 min,
Nature,Screen Relaxation,1.74404E+12,Mon Apr 07 17:40:00 GMT+02:00 2025,1.74404E+12,Mon Apr 07 18:21:19 GMT+01:00 2025,2459778,40 min,
Meditate Affir Bodyscan,Emotional Avoidance,1.74404E+12,Mon Apr 07 17:48:00 GMT+02:00 2025,1.74404E+12,Mon Apr 07 18:36:45 GMT+01:00 2025,2906322,48 min,
Social,Responsibilities ,1.74404E+12,Mon Apr 07 18:02:00 GMT+02:00 2025,1.74405E+12,Mon Apr 07 19:44:25 GMT+01:00 2025,6126008,1 h 42 min,
Guilt free Media,Screen Relaxation,1.74405E+12,Mon Apr 07 20:00:00 GMT+02:00 2025,1.74406E+12,Mon Apr 07 21:54:45 GMT+01:00 2025,6866327,1 h 54 min,
Hygiene & Styling,Responsibilities ,1.74405E+12,Mon Apr 07 20:41:00 GMT+02:00 2025,1.74405E+12,Mon Apr 07 20:53:57 GMT+01:00 2025,757612,12 min,
Dating ,Responsibilities ,1.74405E+12,Mon Apr 07 20:51:00 GMT+02:00 2025,1.74405E+12,Mon Apr 07 21:28:16 GMT+01:00 2025,2217210,36 min,
Process Emotions,Active,1.74405E+12,Mon Apr 07 21:24:00 GMT+02:00 2025,1.74405E+12,Mon Apr 07 21:25:37 GMT+01:00 2025,60000,1 min,
AWS AI,Screen Relaxation,1.74406E+12,Mon Apr 07 21:59:00 GMT+02:00 2025,1.74406E+12,Mon Apr 07 22:00:53 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74407E+12,Tue Apr 08 01:19:00 GMT+02:00 2025,1.7441E+12,Tue Apr 08 09:40:00 GMT+02:00 2025,30073831,8 h 21 min,
Home,Emotional Work,1.7441E+12,Tue Apr 08 09:40:00 GMT+02:00 2025,1.7441E+12,Tue Apr 08 10:49:11 GMT+01:00 2025,4121577,1 h 8 min,
Meditate Affir Bodyscan,Active,1.7441E+12,Tue Apr 08 09:57:00 GMT+02:00 2025,1.7441E+12,Tue Apr 08 09:58:38 GMT+01:00 2025,60000,1 min,
Positive Reframing,Emotional Work,1.7441E+12,Tue Apr 08 10:18:00 GMT+02:00 2025,1.7441E+12,Tue Apr 08 10:37:24 GMT+01:00 2025,1125422,18 min,
Cooking,Responsibilities ,1.7441E+12,Tue Apr 08 10:24:00 GMT+02:00 2025,1.7441E+12,Tue Apr 08 10:25:38 GMT+01:00 2025,60000,1 min,
Job Search,Responsibilities ,1.7441E+12,Tue Apr 08 10:35:00 GMT+02:00 2025,1.74411E+12,Tue Apr 08 12:00:51 GMT+01:00 2025,5113188,1 h 25 min,
Joy Architecture,Active,1.7441E+12,Tue Apr 08 11:05:00 GMT+02:00 2025,1.74411E+12,Tue Apr 08 13:57:08 GMT+01:00 2025,10289607,2 h 51 min,
Hobbies,Active,1.74411E+12,Tue Apr 08 11:55:00 GMT+02:00 2025,1.74411E+12,Tue Apr 08 11:56:57 GMT+01:00 2025,60000,1 min,
Tech News,Emotional Work,1.74411E+12,Tue Apr 08 12:45:00 GMT+02:00 2025,1.74411E+12,Tue Apr 08 12:46:57 GMT+01:00 2025,60000,1 min,
Sailing,Work,1.74411E+12,Tue Apr 08 12:54:00 GMT+02:00 2025,1.74411E+12,Tue Apr 08 13:33:41 GMT+01:00 2025,2323600,38 min,
Coding,Emotional Work,1.74411E+12,Tue Apr 08 13:04:00 GMT+02:00 2025,1.74411E+12,Tue Apr 08 13:52:50 GMT+01:00 2025,2904968,48 min,
Play music,Active,1.74411E+12,Tue Apr 08 13:53:00 GMT+02:00 2025,1.74412E+12,Tue Apr 08 14:56:04 GMT+01:00 2025,3744286,1 h 2 min,
Life Architecture,Connect,1.74411E+12,Tue Apr 08 14:15:00 GMT+02:00 2025,1.74412E+12,Tue Apr 08 14:32:14 GMT+01:00 2025,994358,16 min,
Positive Reframing,Active,1.74412E+12,Tue Apr 08 14:49:00 GMT+02:00 2025,1.74412E+12,Tue Apr 08 15:23:10 GMT+01:00 2025,2010337,33 min,
Nature,Connect,1.74412E+12,Tue Apr 08 15:00:00 GMT+02:00 2025,1.74412E+12,Tue Apr 08 16:13:20 GMT+01:00 2025,4359839,1 h 12 min,
Shop/Book/Plan,Emotional Avoidance,1.74412E+12,Tue Apr 08 16:26:00 GMT+02:00 2025,1.74413E+12,Tue Apr 08 18:25:43 GMT+01:00 2025,7142604,1 h 59 min,
Dating ,Active,1.74413E+12,Tue Apr 08 17:14:00 GMT+02:00 2025,1.74413E+12,Tue Apr 08 17:15:40 GMT+01:00 2025,60000,1 min,
Social,Emotional Avoidance,1.74413E+12,Tue Apr 08 17:46:00 GMT+02:00 2025,1.74413E+12,Tue Apr 08 18:08:35 GMT+01:00 2025,1314356,21 min,
Social,Work,1.74413E+12,Tue Apr 08 19:15:00 GMT+02:00 2025,1.74414E+12,Tue Apr 08 20:17:45 GMT+01:00 2025,3724228,1 h 2 min,
Friends & Family,Emotional Work,1.74413E+12,Tue Apr 08 19:35:00 GMT+02:00 2025,1.74413E+12,Tue Apr 08 19:36:49 GMT+01:00 2025,60000,1 min,
Shop/Book/Plan,Connect,1.74414E+12,Tue Apr 08 20:13:00 GMT+02:00 2025,1.74415E+12,Tue Apr 08 23:00:28 GMT+01:00 2025,9999055,2 h 46 min,
Dancing,Emotional Work,1.74414E+12,Tue Apr 08 20:19:00 GMT+02:00 2025,1.74414E+12,Tue Apr 08 20:23:22 GMT+01:00 2025,212406,3 min,
Needed Tech Config,Emotional Avoidance,1.74414E+12,Tue Apr 08 20:44:00 GMT+02:00 2025,1.74414E+12,Tue Apr 08 21:29:08 GMT+01:00 2025,2669292,44 min,
Wonder,Connect,1.74414E+12,Tue Apr 08 21:14:00 GMT+02:00 2025,1.74414E+12,Tue Apr 08 22:40:18 GMT+01:00 2025,5139402,1 h 25 min,
Work Training,Emotional Work,1.74414E+12,Tue Apr 08 22:05:00 GMT+02:00 2025,1.74414E+12,Tue Apr 08 22:12:16 GMT+01:00 2025,394879,6 min,
Public Speaking,Active,1.74414E+12,Tue Apr 08 22:13:00 GMT+02:00 2025,1.74414E+12,Tue Apr 08 22:14:41 GMT+01:00 2025,60000,1 min,
Arts & Culture,Responsibilities ,1.74414E+12,Tue Apr 08 22:28:00 GMT+02:00 2025,1.74415E+12,Tue Apr 08 22:46:29 GMT+01:00 2025,1067413,17 min,
Belonging Architecture ,Emotional Avoidance,1.74414E+12,Tue Apr 08 22:42:00 GMT+02:00 2025,1.74415E+12,Wed Apr 09 00:40:59 GMT+01:00 2025,7097156,1 h 58 min,
Private Impact,Emotional Work,1.74415E+12,Tue Apr 08 23:02:00 GMT+02:00 2025,1.74415E+12,Tue Apr 08 23:26:11 GMT+01:00 2025,1446871,24 min,
Work Training,Emotional Avoidance,1.74415E+12,Tue Apr 08 23:11:00 GMT+02:00 2025,1.74415E+12,Tue Apr 08 23:12:42 GMT+01:00 2025,60000,1 min,
Wonder,Relax & Wonder,1.74415E+12,Tue Apr 08 23:24:00 GMT+02:00 2025,1.74415E+12,Wed Apr 09 01:15:50 GMT+01:00 2025,6668036,1 h 51 min,
Dating ,Emotional Avoidance,1.74415E+12,Tue Apr 08 23:44:00 GMT+02:00 2025,1.74415E+12,Wed Apr 09 00:09:14 GMT+01:00 2025,1472180,24 min,
Belonging Architecture ,Connect,1.74415E+12,Tue Apr 08 23:54:00 GMT+02:00 2025,1.74415E+12,Wed Apr 09 00:06:52 GMT+01:00 2025,730356,12 min,
Process Emotions,Relax & Wonder,1.74415E+12,Wed Apr 09 01:01:00 GMT+02:00 2025,1.74416E+12,Wed Apr 09 01:59:20 GMT+01:00 2025,3458106,57 min,
Sleep,Sleep,1.74415E+12,Wed Apr 09 01:16:00 GMT+02:00 2025,1.74419E+12,Wed Apr 09 10:48:00 GMT+02:00 2025,34320000,9 h 32 min,
Coding,Screen Relaxation,1.74419E+12,Wed Apr 09 10:48:00 GMT+02:00 2025,1.74419E+12,Wed Apr 09 12:28:48 GMT+01:00 2025,6027379,1 h 40 min,
Social,Connect,1.74419E+12,Wed Apr 09 10:55:00 GMT+02:00 2025,1.7442E+12,Wed Apr 09 14:26:50 GMT+01:00 2025,12689286,3 h 31 min,
Sailing,Responsibilities ,1.74419E+12,Wed Apr 09 11:04:00 GMT+02:00 2025,1.7442E+12,Wed Apr 09 12:48:42 GMT+01:00 2025,6260968,1 h 44 min,
Meditate Affir Bodyscan,Relax & Wonder,1.74419E+12,Wed Apr 09 11:14:00 GMT+02:00 2025,1.7442E+12,Wed Apr 09 13:22:06 GMT+01:00 2025,7636404,2 h 7 min,
Distracting Media,Screen Relaxation,1.74419E+12,Wed Apr 09 11:47:00 GMT+02:00 2025,1.74419E+12,Wed Apr 09 12:00:18 GMT+01:00 2025,747702,12 min,
Coding,Active,1.7442E+12,Wed Apr 09 13:24:00 GMT+02:00 2025,1.7442E+12,Wed Apr 09 13:25:38 GMT+01:00 2025,60000,1 min,
Positive Reframing,Emotional Avoidance,1.7442E+12,Wed Apr 09 14:19:00 GMT+02:00 2025,1.7442E+12,Wed Apr 09 15:11:16 GMT+01:00 2025,3097815,51 min,
Belonging Architecture ,Emotional Work,1.7442E+12,Wed Apr 09 14:56:00 GMT+02:00 2025,1.74421E+12,Wed Apr 09 15:51:22 GMT+01:00 2025,3283238,54 min,
Cooking,Work,1.7442E+12,Wed Apr 09 15:17:00 GMT+02:00 2025,1.7442E+12,Wed Apr 09 15:18:38 GMT+01:00 2025,60000,1 min,
Finance & Paperwork,Emotional Avoidance,1.74421E+12,Wed Apr 09 18:05:00 GMT+02:00 2025,1.74422E+12,Wed Apr 09 18:40:53 GMT+01:00 2025,2115147,35 min,
Daily Planning,Screen Relaxation,1.74422E+12,Wed Apr 09 18:17:00 GMT+02:00 2025,1.74422E+12,Wed Apr 09 19:32:32 GMT+01:00 2025,4491373,1 h 14 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.74422E+12,Wed Apr 09 18:41:00 GMT+02:00 2025,1.74422E+12,Wed Apr 09 19:53:51 GMT+01:00 2025,4330407,1 h 12 min,
Work Architecture ,Responsibilities ,1.74422E+12,Wed Apr 09 18:55:00 GMT+02:00 2025,1.74422E+12,Wed Apr 09 20:17:46 GMT+01:00 2025,4925462,1 h 22 min,
Work Training,Active,1.74423E+12,Wed Apr 09 21:01:00 GMT+02:00 2025,1.74423E+12,Wed Apr 09 22:08:34 GMT+01:00 2025,4043295,1 h 7 min,
Nature,Work,1.74423E+12,Wed Apr 09 21:11:00 GMT+02:00 2025,1.74423E+12,Wed Apr 09 21:23:35 GMT+01:00 2025,743391,12 min,
Walk/Bike/Pack/Look,Relax & Wonder,1.74423E+12,Wed Apr 09 22:35:00 GMT+02:00 2025,1.74423E+12,Wed Apr 09 22:47:37 GMT+01:00 2025,714890,11 min,
Distracting Media,Relax & Wonder,1.74423E+12,Wed Apr 09 23:00:00 GMT+02:00 2025,1.74423E+12,Wed Apr 09 23:01:42 GMT+01:00 2025,60000,1 min,
Hobbies,Relax & Wonder,1.74423E+12,Wed Apr 09 23:07:00 GMT+02:00 2025,1.74424E+12,Thu Apr 10 01:58:03 GMT+01:00 2025,10220733,2 h 50 min,
Nature,Screen Relaxation,1.74424E+12,Wed Apr 09 23:46:00 GMT+02:00 2025,1.74424E+12,Thu Apr 10 00:34:58 GMT+01:00 2025,2895674,48 min,
Belonging Architecture ,Connect,1.74424E+12,Thu Apr 10 00:29:00 GMT+02:00 2025,1.74424E+12,Thu Apr 10 01:00:59 GMT+01:00 2025,1910205,31 min,
Sleep,Sleep,1.74424E+12,Thu Apr 10 02:11:00 GMT+02:00 2025,1.74428E+12,Thu Apr 10 11:08:00 GMT+02:00 2025,32220000,8 h 57 min,
Public Speaking,Connect,1.74428E+12,Thu Apr 10 11:08:00 GMT+02:00 2025,1.74428E+12,Thu Apr 10 11:09:11 GMT+01:00 2025,60000,1 min,
Cooking,Emotional Work,1.74428E+12,Thu Apr 10 11:25:00 GMT+02:00 2025,1.74429E+12,Thu Apr 10 15:34:51 GMT+01:00 2025,14980043,4 h 9 min,
Snooze,Work,1.74428E+12,Thu Apr 10 11:32:00 GMT+02:00 2025,1.74428E+12,Thu Apr 10 11:33:15 GMT+01:00 2025,60000,1 min,
Arts & Culture,Relax & Wonder,1.74428E+12,Thu Apr 10 12:08:00 GMT+02:00 2025,1.74428E+12,Thu Apr 10 12:26:02 GMT+01:00 2025,1066613,17 min,
Joy Architecture,Connect,1.74428E+12,Thu Apr 10 12:24:00 GMT+02:00 2025,1.74429E+12,Thu Apr 10 13:40:13 GMT+01:00 2025,4559686,1 h 15 min,
Walk/Bike/Pack/Look,Screen Relaxation,1.74429E+12,Thu Apr 10 14:01:00 GMT+02:00 2025,1.74429E+12,Thu Apr 10 15:29:55 GMT+01:00 2025,5322147,1 h 28 min,
Walk/Bike/Pack/Look,Emotional Work,1.74429E+12,Thu Apr 10 14:27:00 GMT+02:00 2025,1.74429E+12,Thu Apr 10 16:21:03 GMT+01:00 2025,6801442,1 h 53 min,
Guilt free Media,Active,1.74429E+12,Thu Apr 10 16:14:00 GMT+02:00 2025,1.7443E+12,Thu Apr 10 19:06:22 GMT+01:00 2025,10315157,2 h 51 min,
Hygiene & Styling,Emotional Work,1.7443E+12,Thu Apr 10 17:28:00 GMT+02:00 2025,1.7443E+12,Thu Apr 10 18:50:40 GMT+01:00 2025,4933194,1 h 22 min,
Belonging Architecture ,Connect,1.7443E+12,Thu Apr 10 17:33:00 GMT+02:00 2025,1.7443E+12,Thu Apr 10 17:34:03 GMT+01:00 2025,60000,1 min,
Home,Responsibilities ,1.7443E+12,Thu Apr 10 18:02:00 GMT+02:00 2025,1.7443E+12,Thu Apr 10 18:31:40 GMT+01:00 2025,1777493,29 min,
Social Dating Chances,Screen Relaxation,1.74431E+12,Thu Apr 10 20:50:00 GMT+02:00 2025,1.74432E+12,Thu Apr 10 21:58:36 GMT+01:00 2025,4113049,1 h 8 min,
Distracting Media,Responsibilities ,1.74431E+12,Thu Apr 10 21:32:00 GMT+02:00 2025,1.74432E+12,Fri Apr 11 00:41:56 GMT+01:00 2025,11392904,3 h 9 min,
Belonging Architecture ,Relax & Wonder,1.74432E+12,Thu Apr 10 22:06:00 GMT+02:00 2025,1.74432E+12,Thu Apr 10 22:07:28 GMT+01:00 2025,60000,1 min,
Hygiene & Styling,Responsibilities ,1.74432E+12,Thu Apr 10 22:20:00 GMT+02:00 2025,1.74432E+12,Fri Apr 11 00:30:57 GMT+01:00 2025,7813134,2 h 10 min,
w_Start-up,Relax & Wonder,1.74432E+12,Thu Apr 10 23:00:00 GMT+02:00 2025,1.74432E+12,Fri Apr 11 00:00:20 GMT+01:00 2025,3584062,59 min,
Work Architecture ,Relax & Wonder,1.74432E+12,Thu Apr 10 23:42:00 GMT+02:00 2025,1.74433E+12,Fri Apr 11 01:27:04 GMT+01:00 2025,6304780,1 h 45 min,
Positive Reframing,Connect,1.74432E+12,Fri Apr 11 00:17:00 GMT+02:00 2025,1.74433E+12,Fri Apr 11 00:57:18 GMT+01:00 2025,2418268,40 min,
Work Training,Responsibilities ,1.74432E+12,Fri Apr 11 00:28:00 GMT+02:00 2025,1.74432E+12,Fri Apr 11 00:29:55 GMT+01:00 2025,60000,1 min,
Work Training,Relax & Wonder,1.74433E+12,Fri Apr 11 00:48:00 GMT+02:00 2025,1.74433E+12,Fri Apr 11 02:28:00 GMT+01:00 2025,5945179,1 h 39 min,
Sleep,Sleep,1.74433E+12,Fri Apr 11 01:20:00 GMT+02:00 2025,1.74436E+12,Fri Apr 11 10:06:00 GMT+02:00 2025,31560000,8 h 46 min,
Process Emotions,Work,1.74436E+12,Fri Apr 11 10:06:00 GMT+02:00 2025,1.74436E+12,Fri Apr 11 11:39:02 GMT+01:00 2025,5546358,1 h 32 min,
Work-Tech Play,Active,1.74436E+12,Fri Apr 11 10:35:00 GMT+02:00 2025,1.74437E+12,Fri Apr 11 12:29:56 GMT+01:00 2025,6859854,1 h 54 min,
Work Distractions,Emotional Work,1.74436E+12,Fri Apr 11 10:41:00 GMT+02:00 2025,1.74436E+12,Fri Apr 11 11:27:59 GMT+01:00 2025,2785033,46 min,
Health,Emotional Work,1.74436E+12,Fri Apr 11 11:01:00 GMT+02:00 2025,1.74436E+12,Fri Apr 11 11:07:34 GMT+01:00 2025,359574,5 min,
Tech Config,Connect,1.74438E+12,Fri Apr 11 15:12:00 GMT+02:00 2025,1.74438E+12,Fri Apr 11 15:13:01 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Responsibilities ,1.74438E+12,Fri Apr 11 15:44:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 17:27:50 GMT+01:00 2025,6228452,1 h 43 min,
Life Architecture,Responsibilities ,1.74438E+12,Fri Apr 11 16:06:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 17:23:23 GMT+01:00 2025,4592986,1 h 16 min,
AWS ML Associate,Relax & Wonder,1.74438E+12,Fri Apr 11 16:14:00 GMT+02:00 2025,1.74438E+12,Fri Apr 11 16:15:52 GMT+01:00 2025,60000,1 min,
Life Architecture,Screen Relaxation,1.74439E+12,Fri Apr 11 17:34:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 17:45:05 GMT+01:00 2025,612858,10 min,
Public Speaking,Emotional Avoidance,1.74439E+12,Fri Apr 11 17:39:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 17:55:02 GMT+01:00 2025,909838,15 min,
Process Emotions,Relax & Wonder,1.74439E+12,Fri Apr 11 17:50:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 17:51:52 GMT+01:00 2025,60000,1 min,
Finance & Paperwork,Active,1.74439E+12,Fri Apr 11 17:58:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 17:59:52 GMT+01:00 2025,60000,1 min,
Snooze,Work,1.74439E+12,Fri Apr 11 18:05:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 18:06:52 GMT+01:00 2025,60000,1 min,
Work Distractions,Emotional Work,1.74439E+12,Fri Apr 11 19:13:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 19:32:46 GMT+01:00 2025,1134305,18 min,
Walk/Bike/Pack/Look,Relax & Wonder,1.74439E+12,Fri Apr 11 19:31:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 19:32:51 GMT+01:00 2025,60000,1 min,
AWS ML Associate,Emotional Avoidance,1.74439E+12,Fri Apr 11 19:57:00 GMT+02:00 2025,1.74439E+12,Fri Apr 11 19:58:51 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.7444E+12,Fri Apr 11 21:05:00 GMT+02:00 2025,1.74441E+12,Sat Apr 12 00:12:35 GMT+01:00 2025,11204183,3 h 6 min,
Work Distractions,Relax & Wonder,1.7444E+12,Fri Apr 11 21:11:00 GMT+02:00 2025,1.74441E+12,Fri Apr 11 23:25:31 GMT+01:00 2025,8019754,2 h 13 min,
Distracting Media,Connect,1.7444E+12,Fri Apr 11 21:15:00 GMT+02:00 2025,1.7444E+12,Fri Apr 11 21:16:56 GMT+01:00 2025,60000,1 min,
Job Search,Emotional Work,1.7444E+12,Fri Apr 11 22:21:00 GMT+02:00 2025,1.74441E+12,Fri Apr 11 23:28:03 GMT+01:00 2025,3966612,1 h 6 min,
Play music,Connect,1.74441E+12,Sat Apr 12 00:37:00 GMT+02:00 2025,1.74442E+12,Sat Apr 12 01:54:03 GMT+01:00 2025,4566419,1 h 16 min,
Shop/Book/Plan,Work,1.74441E+12,Sat Apr 12 00:58:00 GMT+02:00 2025,1.74442E+12,Sat Apr 12 03:07:42 GMT+01:00 2025,7765616,2 h 9 min,
Walk/Bike/Pack/Look,Emotional Avoidance,1.74441E+12,Sat Apr 12 01:23:00 GMT+02:00 2025,1.74441E+12,Sat Apr 12 01:24:17 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.74442E+12,Sat Apr 12 01:45:00 GMT+02:00 2025,1.74444E+12,Sat Apr 12 08:59:00 GMT+02:00 2025,26040000,7 h 14 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.74444E+12,Sat Apr 12 08:59:00 GMT+02:00 2025,1.74445E+12,Sat Apr 12 11:01:47 GMT+01:00 2025,7356303,2 h 2 min,
Joy Architecture,Active,1.74444E+12,Sat Apr 12 09:06:00 GMT+02:00 2025,1.74444E+12,Sat Apr 12 09:15:45 GMT+01:00 2025,574269,9 min,
Tech Config,Work,1.74444E+12,Sat Apr 12 09:13:00 GMT+02:00 2025,1.74444E+12,Sat Apr 12 09:14:10 GMT+01:00 2025,60000,1 min,
Work Distractions,Emotional Avoidance,1.74445E+12,Sat Apr 12 10:25:00 GMT+02:00 2025,1.74445E+12,Sat Apr 12 12:02:24 GMT+01:00 2025,5834615,1 h 37 min,
Home,Work,1.74445E+12,Sat Apr 12 10:56:00 GMT+02:00 2025,1.74446E+12,Sat Apr 12 13:12:28 GMT+01:00 2025,8177798,2 h 16 min,
Shop/Book/Plan,Emotional Work,1.74445E+12,Sat Apr 12 11:29:00 GMT+02:00 2025,1.74446E+12,Sat Apr 12 15:14:52 GMT+01:00 2025,13541978,3 h 45 min,
Health,Responsibilities ,1.74445E+12,Sat Apr 12 11:59:00 GMT+02:00 2025,1.74445E+12,Sat Apr 12 12:00:10 GMT+01:00 2025,60000,1 min,
Wonder,Emotional Avoidance,1.74446E+12,Sat Apr 12 15:34:00 GMT+02:00 2025,1.74447E+12,Sat Apr 12 17:10:07 GMT+01:00 2025,5730334,1 h 35 min,
Coding,Active,1.74447E+12,Sat Apr 12 16:04:00 GMT+02:00 2025,1.74447E+12,Sat Apr 12 16:23:42 GMT+01:00 2025,1145378,19 min,
Guilt free Media,Emotional Work,1.74447E+12,Sat Apr 12 16:08:00 GMT+02:00 2025,1.74447E+12,Sat Apr 12 17:49:48 GMT+01:00 2025,6079519,1 h 41 min,
Dancing,Relax & Wonder,1.74447E+12,Sat Apr 12 16:22:00 GMT+02:00 2025,1.74447E+12,Sat Apr 12 16:23:28 GMT+01:00 2025,60000,1 min,
Process Emotions,Work,1.74447E+12,Sat Apr 12 16:43:00 GMT+02:00 2025,1.74447E+12,Sat Apr 12 16:44:30 GMT+01:00 2025,60000,1 min,
Wellness ,Relax & Wonder,1.74447E+12,Sat Apr 12 17:03:00 GMT+02:00 2025,1.74447E+12,Sat Apr 12 17:04:30 GMT+01:00 2025,60000,1 min,
Hobbies,Connect,1.74448E+12,Sat Apr 12 19:26:00 GMT+02:00 2025,1.74448E+12,Sat Apr 12 20:19:17 GMT+01:00 2025,3166597,52 min,
Daily Planning,Emotional Work,1.74448E+12,Sat Apr 12 20:09:00 GMT+02:00 2025,1.74448E+12,Sat Apr 12 20:13:08 GMT+01:00 2025,188953,3 min,
Dating ,Relax & Wonder,1.74448E+12,Sat Apr 12 20:41:00 GMT+02:00 2025,1.74449E+12,Sat Apr 12 22:14:45 GMT+01:00 2025,5565477,1 h 32 min,
Sailing,Screen Relaxation,1.74449E+12,Sat Apr 12 21:40:00 GMT+02:00 2025,1.74449E+12,Sat Apr 12 23:39:06 GMT+01:00 2025,7086627,1 h 58 min,
Friends & Family,Screen Relaxation,1.74449E+12,Sat Apr 12 23:03:00 GMT+02:00 2025,1.7445E+12,Sun Apr 13 00:32:39 GMT+01:00 2025,5319519,1 h 28 min,
Sports,Emotional Avoidance,1.74449E+12,Sat Apr 12 23:42:00 GMT+02:00 2025,1.7445E+12,Sun Apr 13 02:21:48 GMT+01:00 2025,9534316,2 h 38 min,
Life Architecture,Work,1.7445E+12,Sun Apr 13 00:16:00 GMT+02:00 2025,1.7445E+12,Sun Apr 13 01:32:53 GMT+01:00 2025,4559643,1 h 15 min,
Hygiene & Styling,Responsibilities ,1.7445E+12,Sun Apr 13 00:47:00 GMT+02:00 2025,1.7445E+12,Sun Apr 13 00:48:54 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.7445E+12,Sun Apr 13 01:42:00 GMT+02:00 2025,1.74454E+12,Sun Apr 13 12:23:00 GMT+02:00 2025,38460000,10 h 41 min,
Shop/Book/Plan,Emotional Work,1.74454E+12,Sun Apr 13 12:23:00 GMT+02:00 2025,1.74455E+12,Sun Apr 13 14:45:13 GMT+01:00 2025,8478100,2 h 21 min,
Work Distractions,Emotional Avoidance,1.74454E+12,Sun Apr 13 12:45:00 GMT+02:00 2025,1.74454E+12,Sun Apr 13 12:51:32 GMT+01:00 2025,337516,5 min,
Work-Tech Play,Active,1.74454E+12,Sun Apr 13 12:53:00 GMT+02:00 2025,1.74455E+12,Sun Apr 13 14:44:00 GMT+01:00 2025,6604957,1 h 50 min,
Shop/Book/Plan,Connect,1.74454E+12,Sun Apr 13 13:24:00 GMT+02:00 2025,1.74455E+12,Sun Apr 13 16:00:43 GMT+01:00 2025,9348004,2 h 35 min,
Friends & Family,Work,1.74454E+12,Sun Apr 13 13:37:00 GMT+02:00 2025,1.74455E+12,Sun Apr 13 14:56:44 GMT+01:00 2025,4728620,1 h 18 min,
AWS ML Associate,Emotional Work,1.74455E+12,Sun Apr 13 14:05:00 GMT+02:00 2025,1.74455E+12,Sun Apr 13 14:06:18 GMT+01:00 2025,60000,1 min,
Home,Screen Relaxation,1.74455E+12,Sun Apr 13 14:40:00 GMT+02:00 2025,1.74455E+12,Sun Apr 13 14:41:18 GMT+01:00 2025,60000,1 min,
Private Impact,Emotional Work,1.74455E+12,Sun Apr 13 14:55:00 GMT+02:00 2025,1.74456E+12,Sun Apr 13 17:13:48 GMT+01:00 2025,8310072,2 h 18 min,
